index_MFF start 	 end 	 duration	 mean	 std	 residue	 prompt_rate
298	5357	5359	3	-2.7501	0.068873	0.01423	149263.6667	
299	5360	5362	3	-2.9081	0.050968	0.0077932	149121.3333	
300	5363	5366	4	-2.7644	0.078411	0.024593	149747	
301	5367	5400	34	-3.0239	0.07058	0.16937	149256.9412	

Duration of each scout segment   : 900

Time stamp for each scout segment: 900
1,900,1800,2700,3600,4500,5400,
Predicted variance for no motion in each segment: 
0.0043299,0.0035515,0.0033406,0.003566,0.0037527,0.0034106,

Predicted standard deviation for no motion in each segment: 
0.065802,0.059595,0.057798,0.059716,0.061259,0.0584,

Predicted residue for no motion in each segment: 
3.8969,3.1964,3.0066,3.2094,3.3774,3.0696,

Predicted total residue for no motion: 19.7562
Residue target                       : 27.6587


The number of MTP found after scouting is: 110
The MTPs found after scouting are: 
11,12,21,23,26,27,39,40,44,45,116,278,635,638,745,753,820,891,1113,1166,1171,1272,1628,1888,2039,2064,2125,2128,2178,2358,2364,2386,2518,2522,2598,2690,2776,2794,2828,2944,2968,2973,2977,2990,2994,3032,3082,3084,3085,3093,3103,3104,3105,3111,3143,3149,3153,3159,3162,3167,3168,3169,3171,3172,3173,3190,3234,3273,3274,3275,3279,3417,3544,3630,3644,3649,3667,3671,3676,3908,3912,4275,4278,4280,4369,4376,4400,4566,4571,4599,4677,4678,4679,4681,4690,4715,4740,4801,4802,4805,4807,4813,4814,5055,5167,5303,5333,5345,5357,5367,
Total residue error, after scouting, from 110 MTP is: 27.2325

Detailed MFF results (before imposing rules):
index_MFF start 	 end 	 duration	 segment_idx	 mean	 std	 residue	 ideal_residue	 target_residue	 prompt_rate	
1	1	10	10	1	-2.8732	0.16235	0.26358	0.043299	0.060618	10149.3	
2	11	11	1	1	-3.4978	0	0	0.0043299	0.0060618	9975	
3	12	20	9	1	-2.9854	0.20834	0.39066	0.038969	0.054557	10036.5556	
4	21	22	2	1	-2.5255	0.069797	0.0097433	0.0086598	0.012124	10014.5	
